Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Dis,1608189939.719821,33,-2.2387828282254388e-07,0,9.77801058161212e-09,5.146321358743222e-10,2,19,21,1608192346.627483,1608189869.719499,20.019094292617208,33.0,20.89475484572968,30.0,0,0,0,22.893373346173554,0.6476190476190476
DTM,Ind,1608189940.719826,20,-6.180708752003275e-06,0,3.957993374199994e-08,3.0446102878461492e-09,0,13,13,1608192366.627483,1608189870.719519,20.011830019277415,20.0,21.06396089099142,250.0,0,0,0,28.98104676674199,0.8
DCM,Ux,1608189941.719830,28,-1.0189716290311579e-07,0,4.4958264232331e-09,2.2479132116165502e-10,2,20,22,1608192386.627483,1608189869.719499,20.02000037510015,28.0,20.990771672138738,30.0,0,0,0,22.945750575854277,0.6545454545454545
DERAS,Ex,1608189942.719834,21,-6.984486461912715e-09,0,1.064670248275157e-10,5.603527622500826e-12,4,19,23,1608192406.627483,1608189871.719525,20.020946791442956,21.0,18.674167577005054,70.0,0,0,0,25.32938595265113,0.5217391304347826
DCM,Dis,1608189943.719839,21,-4.675659480162424e-08,0,2.0819826140134585e-09,9.914202923873612e-11,2,21,23,1608192426.627483,1608189869.719499,20.02090785368111,21.0,20.990893097505335,30.0,0,0,0,22.939706642574617,0.6608695652173914
DTM,Dis,1608189944.719843,15,-4.2624544029846087e-07,0,9.748957923742001e-09,6.963541374101429e-10,0,14,14,1608192446.627483,1608189870.719519,20.012737678322686,15.0,20.985208152147376,70.0,0,0,0,28.95589161903893,0.8
DTM,N,1608189945.719848,38,-1.0445312061152143e-07,0,1.672390312207536e-08,1.114926874805024e-09,0,15,15,1608192466.627483,1608189870.719519,20.013647060237606,38.0,21.203346509171126,10.0,0,0,0,29.093943508640226,0.8
DERAS,Ex,1608189946.719852,22,-1.0366526101626528e-09,0,1.4211115178932131e-11,7.479534304701122e-13,5,19,24,1608192486.627483,1608189871.719525,20.021854468961404,22.0,18.716266721599926,70.0,0,0,0,25.342928437376592,0.4666666666666666
DER,Dis,1608189947.719856,29,-0.0,0,0.0,0.0,4,13,17,1608192506.627483,1608189872.71953,20.01549386481361,29.0,15.664823057752514,250.0,0,0,0,20.743693767619632,0.42352941176470593
DCM,N,1608189948.719860,23,-2.1612962374044473e-08,0,3.234820046404927e-10,1.470372748365876e-11,2,22,24,1608192526.627483,1608189869.719499,20.021813407853514,23.0,21.015696886425022,90.0,0,0,0,22.94641435565597,0.6666666666666667
DCM,N,1608189949.719864,26,-3.3524498662741973e-09,0,4.55037997509968e-10,1.9784260761302955e-11,2,23,25,1608192546.627483,1608189869.719499,20.022721626777294,26.0,21.07648107073691,10.0,0,0,0,22.975163048465063,0.672
DER,Ux,1608189950.719869,15,-0.0,0,0.0,0.0,4,14,18,1608192566.627483,1608189872.71953,20.016403775224493,15.0,15.65681314139405,50.0,0,0,0,20.736194097128283,0.4444444444444445
DERAS,N,1608189951.719873,33,-1.458509189416719e-10,0,1.5974499375262583e-12,7.987249687631291e-14,5,20,25,1608192586.627483,1608189871.719525,20.022761517245435,33.0,18.886311165390403,90.0,0,0,0,25.448928121031376,0.48
DER,Ex,1608189952.719877,25,-0.0,0,0.0,0.0,5,14,19,1608192606.627483,1608189872.71953,20.01731395800768,25.0,15.766732986789414,30.0,0,0,0,20.797837449274343,0.3789473684210527
DERAS,Dis,1608189953.719882,30,-1.6373861859644146e-11,0,5.51157359890588e-13,2.6245588566218475e-14,5,21,26,1608192626.627483,1608189871.719525,20.02367042225571,30.0,19.015540105327723,30.0,0,0,0,25.520601451984,0.49230769230769234
DERAS,Dis,1608189954.719886,20,-5.642801541736972e-12,0,5.823948928024937e-13,2.6472495127386078e-14,5,22,27,1608192646.627483,1608189871.719525,20.02458002541657,20.0,19.026855736300966,10.0,0,0,0,25.52070078547827,0.5037037037037038
DERAS,N,1608189955.719890,38,-5.956311403661868e-12,0,6.270617595181317e-13,2.7263554761657898e-14,5,23,28,1608192666.627483,1608189871.719525,20.02548960232714,38.0,19.242459648388458,10.0,0,0,0,25.676408229036394,0.5142857142857142
DTM,N,1608189956.719894,21,-1.7838829996880385e-07,0,1.3601378545966517e-09,8.500861591229073e-11,0,16,16,1608192686.627483,1608189870.719519,20.014551789218167,21.0,21.20106171693325,210.0,0,0,0,29.088978103245207,0.8
DTM,N,1608189957.719899,41,-1.4451464705089425e-08,0,2.3140218025552676e-09,1.3611892956207456e-10,0,17,17,1608192706.627483,1608189870.719519,20.015460800837804,41.0,21.421049920078435,10.0,0,0,0,29.23948490425017,0.8
DERAS,Ex,1608189958.719903,16,-6.107036266611369e-12,0,1.1778339142123451e-13,5.121017018314544e-15,6,23,29,1608192726.627483,1608189871.719525,20.02639750443486,16.0,19.20682822368089,50.0,0,0,0,25.661146263297,0.46896551724137936
DERAS,N,1608189959.719908,19,-1.1983179822856032e-12,0,1.181493268793345e-13,4.922888619972271e-15,6,24,30,1608192746.627483,1608189871.719525,20.027306922817218,19.0,19.204580090814794,10.0,0,0,0,25.656201466316254,0.48
DCM,Ex,1608189960.719912,16,-4.491027192815771e-09,0,2.6700392585217354e-11,1.160886634139885e-12,3,23,26,1608192766.627483,1608189869.719499,20.023622245977,16.0,21.021895252771998,210.0,0,0,0,22.95117088853361,0.6153846153846154
DER,Ux,1608189961.719916,38,-0.0,0,0.0,0.0,5,15,20,1608192786.627483,1608189872.71953,20.018219928378542,38.0,16.003257103951228,170.0,0,0,0,21.00870964588762,0.4
DERAS,Ux,1608189962.719921,37,-1.2011848232732341e-12,0,2.41720862877635e-14,9.6688345151054e-16,6,25,31,1608192806.627483,1608189871.719525,20.02821419780058,37.0,19.391900300385164,50.0,0,0,0,25.78691964199303,0.4903225806451613
DER,N,1608189963.719925,24,-0.0,0,0.0,0.0,5,16,21,1608192826.627483,1608189872.71953,20.019129469476077,24.0,16.086556509118402,30.0,0,0,0,21.052214480558657,0.4190476190476191
DER,Ind,1608189964.719929,39,-0.0,0,0.0,0.0,5,17,22,1608192846.627483,1608189872.71953,20.02003936310603,39.0,16.322777576034706,10.0,0,0,0,21.26589587137339,0.43636363636363634
DER,N,1608189965.719933,36,-0.0,0,0.0,0.0,5,18,23,1608192866.627483,1608189872.71953,20.020948930349427,36.0,16.523565559952722,10.0,0,0,0,21.431200353606975,0.4521739130434783
DTM,N,1608189966.719937,20,-2.4501407321173423e-08,0,2.307901598475473e-10,1.2821675547085961e-11,0,18,18,1608192886.627483,1608189870.719519,20.016364090736253,20.0,21.40669588048168,170.0,0,0,0,29.230839211382364,0.8
DTM,N,1608189967.719941,25,-2.4361183539463327e-09,0,3.901155560430268e-10,2.0532397686475096e-11,0,19,19,1608192906.627483,1608189870.719519,20.017272324385857,25.0,21.442628921676864,10.0,0,0,0,29.242498094729154,0.8
DERAS,Ux,1608189968.719948,17,-2.4558839668367717e-13,0,2.288687860684332e-15,8.802645618016661e-17,6,26,32,1608192926.627483,1608189871.719525,20.029115535467977,17.0,19.36821811919323,110.0,0,0,0,25.77535538767897,0.5
rand.csv,16/12/2020
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Ind,1608189869.719499,20,-1.0,0,0.1,0.1,0,1,1,1608191124.819608,1608189869.719499,20.0007973833268,20.0,10.0,0,0,0,0,13.784048752090222,0.8
DTM,N,1608189870.719519,43,-1.0,0,0.1,0.1,0,1,1,1608191125.819608,1608189870.719519,20.000797988235202,43.0,14.333333333333334,0,0,0,0,24.681301964577692,0.8
DERAS,Dis,1608189871.719525,34,-1.0,0,0.1,0.1,0,1,1,1608191126.819608,1608189871.719525,20.000798602850036,34.0,8.5,0,0,0,0,16.91646141090585,0.8
DER,Ex,1608189872.719530,18,0.1,0,0.0,0.1,1,0,1,1608191127.819608,1608189872.71953,20.000799214189684,18.0,3.6,0,0,0,0,7.993747556684537,0.8
DER,N,1608189873.719534,32,-0.9,0,0.0,0.0,1,1,2,1608191129.819608,1608189872.71953,20.00159838273226,32.0,8.333333333333334,1.0,0,0,0,14.618481453283716,0.0
DCM,Dis,1608189874.719538,21,-2.0,0,0.5333758537151684,0.2666879268575842,0,2,2,1608191131.819608,1608189869.719499,20.00159451431881,21.0,11.571428571428571,6.0,0,0,0,14.868470956067693,0.8
DTM,Ind,1608189875.719543,30,-2.0,0,0.45717933119751963,0.22858966559875982,0,2,2,1608191133.819608,1608189870.719519,20.00159573989148,30.0,16.291666666666668,7.0,0,0,0,25.799017146284577,0.8
DCM,Dis,1608189876.719547,36,-8.000637805727525,0,4.2675170834653695,1.4225056944884564,0,3,3,1608191135.819608,1608189869.719499,20.00239162375119,36.0,14.285714285714285,3.0,0,0,0,17.804493814764854,0.8
DTM,Dis,1608189877.719551,28,-6.857689967962795,0,3.6578723469429706,1.2192907823143235,0,3,3,1608191137.819608,1608189870.719519,20.00239346648539,28.0,17.4625,3.0,0,0,0,26.3900045712357,0.8
DCM,Ex,1608189878.719556,23,-41.252665140165234,0,11.381859909245945,3.7939533030819814,1,3,4,1608191139.819608,1608189869.719499,20.003188657425632,23.0,15.077922077922075,3.0,0,0,0,18.26781286889558,0.4
DCM,Ux,1608189879.719560,23,-147.96417882019728,0,145.71684035231758,36.429210088079394,1,4,5,1608191141.819608,1608189869.719499,20.00398571638898,23.0,15.738095238095235,1.0,0,0,0,18.640446179376546,0.48
DER,Ind,1608189880.719565,27,-0.0,0,0.0,0.0,1,2,3,1608191143.819608,1608189872.71953,20.002397097025284,27.0,9.76923076923077,13.0,0,0,0,15.86364170690728,0.2666666666666667
DCM,Dis,1608189881.719569,32,-1785.0312943158904,0,647.785269484599,129.5570538969198,1,5,6,1608191145.819608,1608189869.719499,20.00478260187813,32.0,16.899659863945576,3.0,0,0,0,19.57897668310978,0.5333333333333334
DCM,Ux,1608189882.719573,22,-7643.866179918268,0,8886.390672913229,1481.0651121522046,1,6,7,1608191147.819608,1608189869.719499,20.005579536630535,22.0,17.239682539682537,1.0,0,0,0,19.73791835347076,0.5714285714285715
DERAS,Ind,1608189883.719578,23,-2.0,0,0.1454661574021953,0.07273307870109764,0,2,2,1608191149.819608,1608189871.719525,20.001596642801847,23.0,9.40625,22.0,0,0,0,17.503809109257716,0.8
DERAS,Dis,1608189884.719582,37,-2.1819923610329295,0,3.4916058279509645,1.163868609316988,0,3,3,1608191151.819608,1608189871.719525,20.002394888644794,37.0,11.029411764705882,1.0,0,0,0,19.12461713060308,0.8
DER,N,1608189885.719586,30,-0.0,0,0.0,0.0,1,3,4,1608191153.819608,1608189872.71953,20.003195630111378,30.0,10.893162393162394,9.0,0,0,0,16.87401264266018,0.4
DERAS,Ux,1608189886.719590,21,-46.55474437267952,0,24.833160955137533,6.208290238784383,0,4,4,1608191155.819608,1608189871.719525,20.00319297992224,21.0,11.554179566563468,3.0,0,0,0,19.394050772501267,0.8
DCM,Dis,1608189887.719595,20,-102193.49273850211,0,13827.680956419694,1975.3829937742419,1,7,8,1608191157.819608,1608189869.719499,20.006375589764456,20.0,17.37769841269841,9.0,0,0,0,19.78461833553187,0.6000000000000001
DERAS,Ex,1608189888.719599,45,-242.12331931259095,0,79.48197231618994,19.870493079047485,1,4,5,1608191159.819608,1608189871.719525,20.003990948780768,45.0,13.146837682441397,3.0,0,0,0,21.145720103527847,0.48
DERAS,Ex,1608189889.719604,37,-755.0787370038045,0,424.0053556339413,106.00133890848532,2,4,6,1608191161.819608,1608189871.719525,20.00478897657404,37.0,14.231072333239517,1.0,0,0,0,22.058569551654195,0.2666666666666667
DER,Dis,1608189890.719608,25,-0.0,0,0.0,0.0,1,4,5,1608191163.819608,1608189872.71953,20.00399388944848,25.0,11.506503158677072,9.0,0,0,0,17.307304785311707,0.48
DTM,Ind,1608189891.719613,43,-48.77163129257294,0,2.890631713600227,0.7226579284000567,0,4,4,1608191165.819608,1608189870.719519,20.00318991767334,43.0,18.5265625,27.0,0,0,0,27.228322130686823,0.8
DER,Dis,1608189892.719617,19,-0.0,0,0.0,0.0,1,5,6,1608191167.819608,1608189872.71953,20.0047923892603,19.0,11.80624303232999,3.0,0,0,0,17.45697367065853,0.5333333333333334
DERAS,Dis,1608189893.719621,28,-5088.064267607296,0,519.3352544238253,103.86705088476506,2,5,7,1608191169.819608,1608189871.719525,20.00558650862663,28.0,14.760646474268766,7.0,0,0,0,22.378966480939503,0.3428571428571429
DER,Ind,1608189894.719626,19,-0.0,0,0.0,0.0,1,6,7,1608191171.819608,1608189872.71953,20.00559081935206,19.0,12.072678475577026,3.0,0,0,0,17.588174134123093,0.5714285714285715
DTM,Ux,1608189895.719630,27,-36.13289642000284,0,8.260594159597138,1.6521188319194278,0,5,5,1608191173.819608,1608189870.719519,20.003986964206202,27.0,18.829185267857145,7.0,0,0,0,27.365214480293222,0.8
DER,Ex,1608189896.719634,29,-0.0,0,0.0,0.0,2,6,8,1608191175.819608,1608189872.71953,20.00638913307159,29.0,12.65637921779851,3.0,0,0,0,18.05046197063019,0.4
DERAS,Dis,1608189897.719638,23,-6024.288951316374,0,712.4585441118022,118.74309068530037,2,6,8,1608191177.819608,1608189871.719525,20.006383827131,23.0,15.03529159179314,7.0,0,0,0,22.508143418045897,0.4
DER,Dis,1608189898.719643,30,-0.0,0,0.0,0.0,2,7,9,1608191179.819608,1608189872.71953,20.007187299474236,30.0,13.215850855934042,3.0,0,0,0,18.497643042705963,0.4444444444444445
DERAS,Ind,1608189899.719647,45,-8074.530166600425,0,2463.7039782586758,351.9577111798108,2,7,9,1608191181.819608,1608189871.719525,20.00718135895566,45.0,15.971688729549605,3.0,0,0,0,23.414507800953114,0.4444444444444445
DERAS,Dis,1608189900.719652,35,-27452.701472025245,0,27041.136076605446,3380.1420095756807,2,8,10,1608191183.819608,1608189871.719525,20.007979073234978,35.0,16.548304222593558,1.0,0,0,0,23.83072771256632,0.48
DTM,Dis,1608189901.719656,45,-99.12712991516567,0,14.421940135133946,2.403656689188991,0,6,6,1608191185.819608,1608189870.719519,20.00478345613365,45.0,19.59891511292017,11.0,0,0,0,27.980330592430686,0.8
DCM,Dis,1608189902.719660,15,-156055.2565081651,0,6783.8223054838,847.977788185475,1,8,9,1608191187.819608,1608189869.719499,20.007169261962996,15.0,17.309764172335598,29.0,0,0,0,19.745961571072467,0.6222222222222222
DCM,Ind,1608189903.719664,21,-75470.02314850727,0,97725.9479029141,10858.438655879343,1,9,10,1608191189.819608,1608189869.719499,20.007965581405646,21.0,17.412270723104054,1.0,0,0,0,19.787828139621,0.6400000000000001
DER,Ex,1608189904.719669,43,-0.0,0,0.0,0.0,3,7,10,1608191191.819608,1608189872.71953,20.007984488202734,43.0,14.020827859827717,11.0,0,0,0,19.400704674373188,0.32000000000000006
DTM,Ux,1608189905.719673,18,-168.25596824322938,0,38.469237141000846,5.495605305857263,0,7,7,1608191193.819608,1608189870.719519,20.005580099076365,18.0,19.556838399422272,7.0,0,0,0,27.95734171946192,0.8
DER,Ux,1608189906.719677,20,-0.0,0,0.0,0.0,3,8,11,1608191195.819608,1608189872.71953,20.008782534763526,20.0,14.174139965985981,3.0,0,0,0,19.46999178998531,0.3636363636363637
DCM,Ind,1608189907.719682,27,-1074985.426932055,0,203155.86161091036,20315.586161091036,1,10,11,1608191197.819608,1608189869.719499,20.00876133683125,27.0,17.651963955026453,7.0,0,0,0,19.939339138614802,0.6545454545454545
DTM,Ux,1608189908.719686,38,-439.6484244685811,0,140.73235220117834,17.591544025147293,0,8,8,1608191199.819608,1608189870.719519,20.00637673888042,38.0,20.006671609192463,5.0,0,0,0,28.252547693965642,0.8
DTM,Ux,1608189909.719690,36,-1583.2389622632563,0,2534.09094447537,281.56566049726337,0,9,9,1608191201.819608,1608189870.719519,20.00717362378498,36.0,20.387465142306926,1.0,0,0,0,28.48539561151557,0.8
DCM,Ux,1608189910.719696,45,-2214398.891558923,0,596208.6175047754,54200.78340952504,1,11,12,1608191203.819608,1608189869.719499,20.009556817513285,45.0,18.287964793281652,5.0,0,0,0,20.633997559198427,0.6666666666666667
DTM,Dis,1608189911.719701,17,-28156.566049726338,0,15022.819467781865,1502.2819467781865,0,10,10,1608191205.819608,1608189870.719519,20.007970043182713,17.0,20.310477298163587,3.0,0,0,0,28.454114519920687,0.8
DERAS,N,1608189912.719705,15,-297452.4968426599,0,13473.03493739938,1497.0038819332644,2,9,11,1608191207.819608,1608189871.719525,20.00877377849009,15.0,16.513897462091478,23.0,0,0,0,23.812017261280783,0.5090909090909091
DTM,Dis,1608189913.719709,37,-165251.01414560052,0,88172.50546629938,8015.682315118125,0,11,11,1608191209.819608,1608189870.719519,20.00876649430387,37.0,20.673293009073074,3.0,0,0,0,28.681028710719207,0.8
DERAS,Dis,1608189914.719713,33,-146706.3804294599,0,53252.27576758478,5325.227576758478,2,10,12,1608191211.819608,1608189871.719525,20.00957077050638,33.0,16.864665601195917,3.0,0,0,0,24.046224058607145,0.5333333333333334
DERAS,Dis,1608189915.719717,45,-575124.5782899156,0,649194.8661694421,59017.71510631292,2,11,13,1608191213.819608,1608189871.719525,20.01036797966527,45.0,17.450818401171002,1.0,0,0,0,24.581018560407138,0.5538461538461539
DERAS,Ux,1608189916.719722,29,-6964090.3825449245,0,8098376.548976805,674864.7124147337,2,12,14,1608191215.819608,1608189871.719525,20.011165200115563,29.0,17.686515984820574,1.0,0,0,0,24.712208203839264,0.5714285714285715
DERAS,Ux,1608189917.719726,20,-86382683.18908592,0,103000933.96985158,7923148.76691166,2,13,15,1608191217.819608,1608189871.719525,20.01196235020665,20.0,17.73278566512416,1.0,0,0,0,24.723606822851917,0.5866666666666668
DCM,Ind,1608189918.719731,45,-6449893.2257334795,0,587339.9831358171,48944.99859465143,1,12,13,1608191219.819608,1608189869.719499,20.01035050009274,45.0,18.81173018949182,15.0,0,0,0,21.1885597315786,0.676923076923077
DER,Dis,1608189919.719735,41,-0.0,0,0.0,0.0,3,9,12,1608191221.819608,1608189872.71953,20.009576790007685,41.0,14.69002188971702,25.0,0,0,0,19.998592438723573,0.4
DCM,N,1608189920.719739,37,-6313904.818710034,0,2910352.365730461,223873.25890234316,1,13,14,1608191223.819608,1608189869.719499,20.011145894787752,37.0,19.15490509157688,3.0,0,0,0,21.477527122934056,0.6857142857142858
DCM,N,1608189921.719744,27,-31118382.9874257,0,43487211.82970156,3106229.416407254,1,14,15,1608191225.819608,1608189869.719499,20.01194159285866,27.0,19.300184626918046,1.0,0,0,0,21.560207891939648,0.6933333333333334
DCM,N,1608189922.719748,31,-462828183.04468083,0,652723607.2128848,43514907.14752565,1,15,16,1608191227.819608,1608189869.719499,20.012737223960254,31.0,19.512908542792264,1.0,0,0,0,21.704277356722972,0.7000000000000001
DCM,Ind,1608189923.719752,45,-6918870236.456579,0,9835900464.352982,614743779.0220613,1,16,17,1608191229.819608,1608189869.719499,20.013532772315106,45.0,19.968035175956686,1.0,0,0,0,22.162881105238533,0.7058823529411765
DER,N,1608189924.719756,15,-0.0,0,0.0,0.0,3,10,13,1608191231.819608,1608189872.71953,20.010373022912976,15.0,14.695460102178124,9.0,0,0,0,19.994070465682874,0.4307692307692308
DER,Ex,1608189925.719760,36,-0.0,0,0.0,0.0,4,10,14,1608191233.819608,1608189872.71953,20.011170637221728,36.0,15.062779755588847,1.0,0,0,0,20.315563049433813,0.3428571428571429
DERAS,Ex,1608189926.719764,24,-1006239893.3977809,0,60627427.73498637,4663648.287306644,3,13,16,1608191235.819608,1608189871.719525,20.012755841543047,24.0,17.839009636901718,17.0,0,0,0,24.768902691115738,0.5
DTM,Ind,1608189927.719768,45,-961881.877814175,0,57027.65086049142,4752.304238374285,0,12,12,1608191237.819608,1608189870.719519,20.00955897948015,45.0,21.078738125588522,27.0,0,0,0,28.99119127252972,0.8
DCM,Dis,1608189928.719772,36,-103891698654.72836,0,16526428232.324455,972142837.1955562,1,17,18,1608191239.819608,1608189869.719499,20.014326623734267,36.0,20.230854271432808,9.0,0,0,0,22.36778052059604,0.7111111111111111
DERAS,Dis,1608189929.719777,33,-638919815.3610102,0,135282538.13964558,9663038.438546112,3,14,17,1608191241.819608,1608189871.719525,20.013551834514605,33.0,18.083541739532333,5.0,0,0,0,24.925321430321496,0.5176470588235293
DERAS,Ind,1608189930.719783,21,-1420466650.4662786,0,1547195357.1809,103146357.14539334,3,15,18,1608191243.819608,1608189871.719525,20.014348579649354,21.0,18.129834727793725,1.0,0,0,0,24.93895315503791,0.5333333333333334
DERAS,Dis,1608189931.719787,44,-16193978071.826756,0,18080580019.69747,1130036251.231092,3,16,19,1608191245.819608,1608189871.719525,20.01514510322121,44.0,18.53405606017195,1.0,0,0,0,25.287208856016175,0.5473684210526316
DER,N,1608189932.719792,25,-0.0,0,0.0,0.0,4,11,15,1608191247.819608,1608189872.71953,20.01196571462889,25.0,15.215660067041327,13.0,0,0,0,20.403587064859085,0.37333333333333335
DERAS,N,1608189933.719796,24,-188716053955.59235,0,71776798226.77898,4222164601.575234,3,17,20,1608191249.819608,1608189871.719525,20.015941003988786,24.0,18.616873392593586,3.0,0,0,0,25.32082412302358,0.5599999999999999
DER,N,1608189934.719800,34,-0.0,0,0.0,0.0,4,12,16,1608191251.819608,1608189872.71953,20.012762579261132,34.0,15.4960233496228,3.0,0,0,0,20.630170345600277,0.4
DERAS,Ux,1608189935.719805,21,-747323134478.8164,0,289762141047.6095,16097896724.867195,3,18,21,1608191253.819608,1608189871.719525,20.016736859103435,21.0,18.651919372114268,3.0,0,0,0,25.329858131910786,0.5714285714285715
DCM,Ind,1608189936.719809,33,-174013567858.00455,0,16713014623.97561,928500812.4430895,1,18,19,1608191255.819608,1608189869.719499,20.01511819631255,33.0,20.41591435445552,15.0,0,0,0,22.49720769612711,0.7157894736842105
DCM,Ex,1608189937.719813,42,-165273144614.86993,0,214096801211.12372,11894266733.951317,2,18,20,1608191257.819608,1608189869.719499,20.015913311802347,42.0,20.724258435106155,1.0,0,0,0,22.776620775226604,0.6400000000000001
DERAS,Ind,1608189938.719817,18,-3010306687550.1655,0,712443705318.609,37497037122.03205,3,19,22,1608191259.819608,1608189871.719525,20.017531996567165,18.0,18.642737409126745,5.0,0,0,0,25.32133710586432,0.5818181818181819
DCM,Dis,1608189939.719821,33,-2236122145982.8477,0,976522559871.9806,51395924203.78845,2,19,21,1608191261.819608,1608189869.719499,20.016707710977155,33.0,20.89475484572968,3.0,0,0,0,22.893373346173554,0.6476190476190476
DTM,Ind,1608189940.719826,20,-617799.550988657,0,39559.63420241416,3043.0487848010894,0,13,13,1608191263.819608,1608189870.719519,20.010350717269137,20.0,21.06396089099142,25.0,0,0,0,28.98104676674199,0.8
DCM,Ux,1608189941.719830,28,-10176392992350.113,0,4489387688607.576,224469384430.37878,2,20,22,1608191265.819608,1608189869.719499,20.0175019305662,28.0,20.990771672138738,3.0,0,0,0,22.945750575854277,0.6545454545454545
DERAS,Ex,1608189942.719834,21,-6974448904697.962,0,1063001016888.5359,55947421941.50189,4,19,23,1608191267.819608,1608189871.719525,20.018325944143438,21.0,18.674167577005054,7.0,0,0,0,25.32938595265113,0.5217391304347826
DCM,Dis,1608189943.719839,21,-46689631961518.79,0,20787296813543.953,989871276835.4263,2,21,23,1608191269.819608,1608189869.719499,20.0182961402649,21.0,20.990893097505335,3.0,0,0,0,22.939706642574617,0.6608695652173914
DTM,Dis,1608189944.719843,15,-426026.82987215254,0,97431.8263547468,6959.4161681962,0,14,14,1608191271.819608,1608189870.719519,20.01114532762812,15.0,20.985208152147376,7.0,0,0,0,28.95589161903893,0.8
DTM,N,1608189945.719848,38,-1043912.42522943,0,1671257.108155912,111417.14054372747,0,15,15,1608191273.819608,1608189870.719519,20.01194098954954,38.0,21.203346509171126,1.0,0,0,0,29.093943508640226,0.8
DERAS,Ex,1608189946.719852,22,-10350273059177.85,0,1418689674698.777,74667877615.72511,5,19,24,1608191275.819608,1608189871.719525,20.01912019122092,22.0,18.716266721599926,7.0,0,0,0,25.342928437376592,0.4666666666666666
DER,Dis,1608189947.719856,29,-0.0,0,0.0,0.0,4,13,17,1608191277.819608,1608189872.71953,20.013553809723025,29.0,15.664823057752514,25.0,0,0,0,20.743693767619632,0.42352941176470593
DCM,N,1608189948.719860,23,-215791938350122.94,0,32293263373856.703,1467875607902.5774,2,22,24,1608191279.819608,1608189869.719499,20.019088512232294,23.0,21.015696886425022,9.0,0,0,0,22.94641435565597,0.6666666666666667
DCM,N,1608189949.719864,26,-334675638601787.6,0,454200807635348.7,19747861201536.9,2,23,25,1608191281.819608,1608189869.719499,20.019883196071987,26.0,21.07648107073691,1.0,0,0,0,22.975163048465063,0.672
DER,Ux,1608189950.719869,15,-0.0,0,0.0,0.0,4,14,18,1608191283.819608,1608189872.71953,20.014349749865783,15.0,15.65681314139405,5.0,0,0,0,20.736194097128283,0.4444444444444445
DERAS,N,1608189951.719873,33,-14560236135066.396,0,1594500771160.0222,79725038558.00111,5,20,25,1608191285.819608,1608189871.719525,20.019913792858443,33.0,18.886311165390403,9.0,0,0,0,25.448928121031376,0.48
DER,Ex,1608189952.719877,25,-0.0,0,0.0,0.0,5,14,19,1608191287.819608,1608189872.71953,20.01514612385989,25.0,15.766732986789414,3.0,0,0,0,20.797837449274343,0.3789473684210527
DERAS,Dis,1608189953.719882,30,-16343632904390.229,0,5500584704773.773,261932604989.2273,5,21,26,1608191289.819608,1608189871.719525,20.020709184002218,30.0,19.015540105327723,3.0,0,0,0,25.520601451984,0.49230769230769234
DERAS,Dis,1608189954.719886,20,-56315510072683.87,0,58114447011743.49,2641565773261.068,5,22,27,1608191291.819608,1608189871.719525,20.021505116740574,20.0,19.026855736300966,1.0,0,0,0,25.52070078547827,0.5037037037037038
DERAS,N,1608189955.719890,38,-594352298983740.2,0,625615803081969.9,27200687090520.43,5,23,28,1608191293.819608,1608189871.719525,20.022300952567267,38.0,19.242459648388458,1.0,0,0,0,25.676408229036394,0.5142857142857142
DTM,N,1608189956.719894,21,-17826742.486996394,0,1359092.7092537016,84943.29432835635,0,16,16,1608191295.819608,1608189870.719519,20.012732917375924,21.0,21.20106171693325,21.0,0,0,0,29.088978103245207,0.8
DTM,N,1608189957.719899,41,-14440360.03582058,0,23120204.302572172,1360012.017798363,0,17,17,1608191297.819608,1608189870.719519,20.013528268357295,41.0,21.421049920078435,1.0,0,0,0,29.23948490425017,0.8
DERAS,Ex,1608189958.719903,16,-6092953908276576.0,0,1174924155736804.8,51083658945078.47,6,23,29,1608191299.819608,1608189871.719525,20.023095379005305,16.0,19.20682822368089,5.0,0,0,0,25.661146263297,0.46896551724137936
DERAS,N,1608189959.719908,19,-1.1953576193148362e+16,0,1.1783734533887484e+16,490988938911978.5,6,24,30,1608191301.819608,1608189871.719525,20.02389108096253,19.0,19.204580090814794,1.0,0,0,0,25.656201466316254,0.48
DCM,Ex,1608189960.719912,16,-4482764492748876.0,0,266473419680972.38,11585800855694.451,3,23,26,1608191303.819608,1608189869.719499,20.020672120675197,16.0,21.021895252771998,21.0,0,0,0,22.95117088853361,0.6153846153846154
DER,Ux,1608189961.719916,38,-0.0,0,0.0,0.0,5,15,20,1608191305.819608,1608189872.71953,20.015939206996002,38.0,16.003257103951228,17.0,0,0,0,21.00870964588762,0.4
DERAS,Ux,1608189962.719921,37,-1.1980130109452275e+17,0,2.4104010638388588e+16,964160425535543.5,6,25,31,1608191307.819608,1608189871.719525,20.02468548063854,37.0,19.391900300385164,5.0,0,0,0,25.78691964199303,0.4903225806451613
