Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Ind,1608189903.719664,21,-2.9262502912047783e-06,0,-1.8914064039527875e-07,-2.1015626710586528e-08,1,9,10,1608191305.6369128,1608189869.719499,-9.987134724001034,21.0,17.412270723104054,10.0,0,0,0,19.787828139621,0.6400000000000001
DER,Ex,1608189904.719669,43,-0.0,0,-0.0,-0.0,3,7,10,1608191325.6369128,1608189872.71953,-9.987085598454946,43.0,14.020827859827717,110.0,0,0,0,19.400704674373188,0.32000000000000006
DTM,Ux,1608189905.719673,18,5.2402775540052206e-05,0,5.983488824852429e-07,8.547841178360612e-08,0,7,7,1608191345.6369128,1608189870.719519,-9.990983622125635,18.0,19.556838399422272,70.0,0,0,0,27.95734171946192,0.8
DER,Ux,1608189906.719677,20,0.0,0,0.0,0.0,3,8,11,1608191365.6369128,1608189872.71953,-9.98579546719894,20.0,14.174139965985981,30.0,0,0,0,19.46999178998531,0.3636363636363637
DCM,Ind,1608189907.719682,27,2.0805470443480664e-06,0,1.9623171278538676e-08,1.9623171278538676e-09,1,10,11,1608191385.6369128,1608189869.719499,-9.98585090762172,27.0,17.651963955026453,70.0,0,0,0,19.939339138614802,0.6545454545454545
DTM,Ux,1608189908.719686,38,-6.838272942688489e-06,0,-1.0929964016072903e-07,-1.3662455020091128e-08,0,8,8,1608191405.6369128,1608189870.719519,-9.989697058450323,38.0,20.006671609192463,50.0,0,0,0,28.252547693965642,0.8
DTM,Ux,1608189909.719690,36,1.2296209518082015e-06,0,9.825566354187531e-08,1.0917295949097257e-08,0,9,9,1608191425.6369128,1608189870.719519,-9.988409781626896,36.0,20.387465142306926,10.0,0,0,0,28.48539561151557,0.8
DCM,Ux,1608189910.719696,45,-2.1389256693607158e-07,0,-2.8736233888885545e-09,-2.612384898989595e-10,1,11,12,1608191445.6369128,1608189869.719499,-9.984566951138097,45.0,18.287964793281652,50.0,0,0,0,20.633997559198427,0.6666666666666667
DTM,Dis,1608189911.719701,17,-1.0917295949097257e-06,0,-2.907530154786393e-08,-2.9075301547863928e-09,0,10,10,1608191465.6369128,1608189870.719519,-9.987123305336935,17.0,20.310477298163587,30.0,0,0,0,28.454114519920687,0.8
DERAS,N,1608189912.719705,15,5.756840481353709e-07,0,1.3013531952950521e-09,1.4459479947722802e-10,2,9,11,1608191485.6369128,1608189871.719525,-9.985817946208387,15.0,16.513897462091478,230.0,0,0,0,23.812017261280783,0.5090909090909091
DTM,Dis,1608189913.719709,37,3.198283170265032e-07,0,8.51667567004557e-09,7.742432427314155e-10,0,11,11,1608191505.6369128,1608189870.719519,-9.985836795065373,37.0,20.673293009073074,30.0,0,0,0,28.681028710719207,0.8
DERAS,Dis,1608189914.719713,33,-1.4170290348768346e-08,0,-2.5665975505168397e-10,-2.56659755051684e-11,2,10,12,1608191525.6369128,1608189871.719525,-9.984530061837319,33.0,16.864665601195917,30.0,0,0,0,24.046224058607145,0.5333333333333334
DERAS,Dis,1608189915.719717,45,2.771925354558187e-09,0,1.5610297735910194e-10,1.4191179759918358e-11,2,11,13,1608191545.6369128,1608189871.719525,-9.983241607258766,45.0,17.450818401171002,10.0,0,0,0,24.581018560407138,0.5538461538461539
DERAS,Ux,1608189916.719722,29,-1.6745592116703662e-09,0,-9.713533285974224e-11,-8.094611071645186e-12,2,12,14,1608191565.6369128,1608189871.719525,-9.981953308341833,29.0,17.686515984820574,10.0,0,0,0,24.712208203839264,0.5714285714285715
DERAS,Ux,1608189917.719726,20,1.0361102171705838e-09,0,6.161553692627531e-11,4.739656686636562e-12,2,13,15,1608191585.6369128,1608189871.719525,-9.980665148461933,20.0,17.73278566512416,10.0,0,0,0,24.723606822851917,0.5866666666666668
DCM,Ind,1608189918.719731,45,3.108738029797618e-08,0,1.4123424915811602e-10,1.1769520763176334e-11,1,12,13,1608191605.6369128,1608189869.719499,-9.983286943992404,45.0,18.81173018949182,150.0,0,0,0,21.1885597315786,0.676923076923077
DER,Dis,1608189919.719735,41,-0.0,0,-0.0,-0.0,3,9,12,1608191625.6369128,1608189872.71953,-9.984513527101765,41.0,14.69002188971702,250.0,0,0,0,19.998592438723573,0.4
DCM,N,1608189920.719739,37,-1.518268178449747e-09,0,-3.490935025154458e-11,-2.6853346347341985e-12,1,13,14,1608191645.6369128,1608189869.719499,-9.982002889802878,37.0,19.15490509157688,30.0,0,0,0,21.477527122934056,0.6857142857142858
DCM,N,1608189921.719744,27,3.732615142280536e-10,0,2.601538891260319e-11,1.8582420651859422e-12,1,14,15,1608191665.6369128,1608189869.719499,-9.980718194746352,27.0,19.300184626918046,10.0,0,0,0,21.560207891939648,0.6933333333333334
DCM,N,1608189922.719748,31,-2.768780677127054e-10,0,-1.9471413495081807e-11,-1.2980942330054538e-12,1,15,16,1608191685.6369128,1608189869.719499,-9.979433614206629,31.0,19.512908542792264,10.0,0,0,0,21.704277356722972,0.7000000000000001
DCM,Ind,1608189923.719752,45,2.0639698304786714e-10,0,1.4628793821429584e-11,9.14299613839349e-13,1,16,17,1608191705.6369128,1608189869.719499,-9.97814914617966,45.0,19.968035175956686,10.0,0,0,0,22.162881105238533,0.7058823529411765
DER,N,1608189924.719756,15,0.0,0,0.0,0.0,3,10,13,1608191725.6369128,1608189872.71953,-9.983226704414635,15.0,14.695460102178124,90.0,0,0,0,19.994070465682874,0.4307692307692308
DER,Ex,1608189925.719760,36,-0.0,0,-0.0,-0.0,4,10,14,1608191745.6369128,1608189872.71953,-9.981937309435503,36.0,15.062779755588847,10.0,0,0,0,20.315563049433813,0.3428571428571429
DERAS,Ex,1608189926.719764,24,-6.019363992028433e-10,0,-1.8084856834948961e-12,-1.3911428334576124e-13,3,13,16,1608191765.6369128,1608189871.719525,-9.979384471225037,24.0,17.839009636901718,170.0,0,0,0,24.768902691115738,0.5
DTM,Ind,1608189927.719768,45,-9.290918912776986e-08,0,-2.7486141555502916e-10,-2.2905117962919097e-11,0,12,12,1608191785.6369128,1608189870.719519,-9.984558967816387,45.0,21.078738125588522,270.0,0,0,0,28.99119127252972,0.8
DCM,Dis,1608189928.719772,36,-1.5451663473884998e-10,0,-1.2252555833299471e-12,-7.207385784293806e-14,1,17,18,1608191805.6369128,1608189869.719499,-9.976869174145405,36.0,20.230854271432808,90.0,0,0,0,22.36778052059604,0.7111111111111111
DERAS,Dis,1608189929.719777,33,1.905865681836929e-11,0,2.0119227744356325e-13,1.4370876960254518e-14,3,14,17,1608191825.6369128,1608189871.719525,-9.978098845353962,33.0,18.083541739532333,50.0,0,0,0,24.925321430321496,0.5176470588235293
DERAS,Ind,1608189930.719783,21,-2.112518913157414e-12,0,-1.1470042476848154e-13,-7.646694984565436e-15,3,15,18,1608191845.6369128,1608189871.719525,-9.976811530509591,21.0,18.129834727793725,10.0,0,0,0,24.93895315503791,0.5333333333333334
DERAS,Dis,1608189931.719787,44,1.2005311125767735e-12,0,6.680503965323365e-14,4.175314978327103e-15,3,16,19,1608191865.6369128,1608189871.719525,-9.975524462169798,44.0,18.53405606017195,10.0,0,0,0,25.287208856016175,0.5473684210526316
DER,N,1608189932.719792,25,0.0,0,0.0,0.0,4,11,15,1608191885.6369128,1608189872.71953,-9.980653130145738,25.0,15.215660067041327,130.0,0,0,0,20.403587064859085,0.37333333333333335
DERAS,N,1608189933.719796,24,-6.972776013806262e-13,0,-1.3215533094941777e-14,-7.773842997024575e-16,3,17,20,1608191905.6369128,1608189871.719525,-9.97423851858623,24.0,18.616873392593586,30.0,0,0,0,25.32082412302358,0.5599999999999999
DER,N,1608189934.719800,34,-0.0,0,-0.0,-0.0,4,12,16,1608191925.6369128,1608189872.71953,-9.97936510343863,34.0,15.4960233496228,30.0,0,0,0,20.630170345600277,0.4
DERAS,Ux,1608189935.719805,21,1.3759702104733498e-13,0,2.658108647441118e-15,1.4767270263561766e-16,3,18,21,1608191945.6369128,1608189871.719525,-9.972952748514865,21.0,18.651919372114268,30.0,0,0,0,25.329858131910786,0.5714285714285715
DCM,Ind,1608189936.719809,33,1.2901220553885913e-11,0,6.175654998359247e-14,3.430919443532915e-15,1,18,19,1608191965.6369128,1608189869.719499,-9.975592589725496,33.0,20.41591435445552,150.0,0,0,0,22.49720769612711,0.7157894736842105
DCM,Ex,1608189937.719813,42,-6.107036609488588e-13,0,-3.942265085801977e-14,-2.1901472698899874e-15,2,18,20,1608191985.6369128,1608189869.719499,-9.974309118955198,42.0,20.724258435106155,10.0,0,0,0,22.776620775226604,0.6400000000000001
DERAS,Ind,1608189938.719817,18,-2.7614795392860503e-14,0,-3.2556592098190634e-16,-1.7135048472731912e-17,3,19,22,1608192005.6369128,1608189871.719525,-9.971668438674806,18.0,18.642737409126745,50.0,0,0,0,25.32133710586432,0.5818181818181819
DCM,Dis,1608189939.719821,33,4.1174768673931763e-13,0,8.958850327657931e-15,4.715184382977859e-16,2,19,21,1608192025.6369128,1608189869.719499,-9.973027177197086,33.0,20.89475484572968,30.0,0,0,0,22.893373346173554,0.6476190476190476
DTM,Ind,1608189940.719826,20,2.9776653351794826e-09,0,9.512599194385057e-12,7.317383995680813e-13,0,13,13,1608192045.6369128,1608189870.719519,-9.983281912593268,20.0,21.06396089099142,250.0,0,0,0,28.98104676674199,0.8
DCM,Ux,1608189941.719830,28,-9.33606507829616e-14,0,-2.0517215435236802e-15,-1.0258607717618401e-16,2,20,22,1608192065.6369128,1608189869.719499,-9.971745511266,28.0,20.990771672138738,30.0,0,0,0,22.945750575854277,0.6545454545454545
DERAS,Ex,1608189942.719834,21,3.1871190159281357e-15,0,2.4193923880997324e-17,1.2733644147893328e-18,4,19,23,1608192085.6369128,1608189871.719525,-9.97038667594719,21.0,18.674167577005054,70.0,0,0,0,25.32938595265113,0.5217391304347826
DCM,Dis,1608189943.719839,21,2.1337904052646273e-14,0,4.731704272097037e-16,2.2531925105223988e-17,2,21,23,1608192105.6369128,1608189869.719499,-9.9704642077407,21.0,20.990893097505335,30.0,0,0,0,22.939706642574617,0.6608695652173914
DTM,Dis,1608189944.719843,15,-1.0244337593953139e-10,0,-1.1686739891649207e-12,-8.347671351178004e-14,0,14,14,1608192125.6369128,1608189870.719519,-9.98199962799843,15.0,20.985208152147376,70.0,0,0,0,28.95589161903893,0.8
DTM,N,1608189945.719848,38,1.2521507026767007e-11,0,9.99788727171693e-13,6.66525818114462e-14,0,15,15,1608192145.6369128,1608189870.719519,-9.980714831633904,38.0,21.203346509171126,10.0,0,0,0,29.093943508640226,0.8
DERAS,Ex,1608189946.719852,22,-2.355724167360266e-16,0,-1.6079452420897537e-18,-8.46286969520923e-20,5,19,24,1608192165.6369128,1608189871.719525,-9.969105776302072,22.0,18.716266721599926,70.0,0,0,0,25.342928437376592,0.4666666666666666
DER,Dis,1608189947.719856,29,0.0,0,0.0,0.0,4,13,17,1608192185.6369128,1608189872.71953,-9.978089419158719,29.0,15.664823057752514,250.0,0,0,0,20.743693767619632,0.42352941176470593
DCM,N,1608189948.719860,23,-4.911959672938829e-15,0,-3.660555541321426e-17,-1.66388888241883e-18,2,22,24,1608192205.6369128,1608189869.719499,-9.96918807769617,23.0,21.015696886425022,90.0,0,0,0,22.94641435565597,0.6666666666666667
DCM,N,1608189949.719864,26,3.793666651914932e-16,0,2.5634530387322592e-17,1.1145447994488083e-18,2,23,25,1608192225.6369128,1608189869.719499,-9.96790606769676,26.0,21.07648107073691,10.0,0,0,0,22.975163048465063,0.672
DER,Ux,1608189950.719869,15,-0.0,0,-0.0,-0.0,4,14,18,1608192245.6369128,1608189872.71953,-9.976804430027595,15.0,15.65681314139405,50.0,0,0,0,20.736194097128283,0.4444444444444445
DERAS,N,1608189951.719873,33,1.6502595905658e-17,0,8.998018142000135e-20,4.4990090710000675e-21,5,20,25,1608192265.6369128,1608189871.719525,-9.967826886074452,33.0,18.886311165390403,90.0,0,0,0,25.448928121031376,0.48
DER,Ex,1608189952.719877,25,0.0,0,0.0,0.0,5,14,19,1608192285.6369128,1608189872.71953,-9.975518531543893,25.0,15.766732986789414,30.0,0,0,0,20.797837449274343,0.3789473684210527
DERAS,Dis,1608189953.719882,30,-9.222968595550137e-19,0,-1.545240659564071e-20,-7.358288855067005e-22,5,21,26,1608192305.6369128,1608189871.719525,-9.966544188495567,30.0,19.015540105327723,30.0,0,0,0,25.520601451984,0.49230769230769234
DERAS,Dis,1608189954.719886,20,1.582032103839406e-19,0,8.125746291185469e-21,3.6935210414479406e-22,5,22,27,1608192325.6369128,1608189871.719525,-9.965259235430574,20.0,19.026855736300966,10.0,0,0,0,25.52070078547827,0.5037037037037038
DERAS,N,1608189955.719890,38,-8.310422343257867e-20,0,-4.353168565599481e-21,-1.8926819850432526e-22,5,23,28,1608192345.6369128,1608189871.719525,-9.963974564159274,38.0,19.242459648388458,10.0,0,0,0,25.676408229036394,0.5142857142857142
DTM,N,1608189956.719894,21,-1.0664413089831393e-11,0,-4.0542814222915376e-14,-2.533925888932211e-15,0,16,16,1608192365.6369128,1608189870.719519,-9.97944157251653,21.0,21.20106171693325,210.0,0,0,0,29.088978103245207,0.8
DTM,N,1608189957.719899,41,4.307674011184759e-13,0,3.438612105462298e-14,2.0227130032131164e-15,0,17,17,1608192385.6369128,1608189870.719519,-9.978157865863443,41.0,21.421049920078435,10.0,0,0,0,29.23948490425017,0.8
DERAS,Ex,1608189958.719903,16,4.2396076464968855e-20,0,4.0677401032097e-22,1.7685826535694348e-23,6,23,29,1608192405.6369128,1608189871.719525,-9.962694348164066,16.0,19.20682822368089,50.0,0,0,0,25.661146263297,0.46896551724137936
DERAS,N,1608189959.719908,19,-4.138483409352477e-21,0,-2.0295448643670463e-22,-8.456436934862693e-24,6,24,30,1608192425.6369128,1608189871.719525,-9.961410009350711,19.0,19.204580090814794,10.0,0,0,0,25.656201466316254,0.48
DCM,Ex,1608189960.719912,16,-2.5300166947487947e-16,0,-7.486892773190645e-19,-3.2551707709524544e-20,3,23,26,1608192445.6369128,1608189869.719499,-9.966643118669415,16.0,21.021895252771998,210.0,0,0,0,22.95117088853361,0.6153846153846154
DER,Ux,1608189961.719916,38,-0.0,0,-0.0,-0.0,5,15,20,1608192465.6369128,1608189872.71953,-9.974243211887808,38.0,16.003257103951228,170.0,0,0,0,21.00870964588762,0.4
DERAS,Ux,1608189962.719921,37,2.063370612106497e-21,0,2.064925220307111e-23,8.259700881228443e-25,6,25,31,1608192485.6369128,1608189871.719525,-9.960130204051136,37.0,19.391900300385164,50.0,0,0,0,25.78691964199303,0.4903225806451613
DER,N,1608189963.719925,24,0.0,0,0.0,0.0,5,16,21,1608192505.6369128,1608189872.71953,-9.97295803773418,24.0,16.086556509118402,30.0,0,0,0,21.052214480558657,0.4190476190476191
DER,Ind,1608189964.719929,39,-0.0,0,-0.0,-0.0,5,17,22,1608192525.6369128,1608189872.71953,-9.971671864632297,39.0,16.322777576034706,10.0,0,0,0,21.26589587137339,0.43636363636363634
DER,N,1608189965.719933,36,0.0,0,0.0,0.0,5,18,23,1608192545.6369128,1608189872.71953,-9.970386019173075,36.0,16.523565559952722,10.0,0,0,0,21.431200353606975,0.4521739130434783
DTM,N,1608189966.719937,20,-3.6408834057836095e-13,0,-1.7093963845071733e-15,-9.496646580595408e-17,0,18,18,1608192565.6369128,1608189870.719519,-9.976884487175566,20.0,21.40669588048168,170.0,0,0,0,29.230839211382364,0.8
DTM,N,1608189967.719941,25,1.8043628503131274e-14,0,1.439968371929907e-15,7.578780904894248e-17,0,19,19,1608192585.6369128,1608189870.719519,-9.975601440697032,25.0,21.442628921676864,10.0,0,0,0,29.242498094729154,0.8
DERAS,Ux,1608189968.719948,17,-2.0979640238320247e-22,0,-9.721303184626615e-25,-3.7389627633179285e-26,6,26,32,1608192605.6369128,1608189871.719525,-9.958857103401613,17.0,19.36821811919323,110.0,0,0,0,25.77535538767897,0.5
rand.csv,16/12/2020
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Ind,1608189869.719499,20,-1.0,0,0.1,0.1,0,1,1,1608190718.655818,1608189869.719499,10.001191983006123,20.0,10.0,0,0,0,0,13.784048752090222,0.8
DTM,N,1608189870.719519,43,-1.0,0,0.1,0.1,0,1,1,1608190728.655818,1608189870.719519,10.001193335601414,43.0,14.333333333333334,0,0,0,0,24.681301964577692,0.8
DERAS,Dis,1608189871.719525,34,-1.0,0,0.1,0.1,0,1,1,1608190738.655818,1608189871.719525,10.00119469316872,34.0,8.5,0,0,0,0,16.91646141090585,0.8
DER,Ex,1608189872.719530,18,0.1,0,0.0,0.1,1,0,1,1608190748.655818,1608189872.71953,10.001196065458894,18.0,3.6,0,0,0,0,7.993747556684537,0.8
DER,N,1608189873.719534,32,-0.9,0,0.0,0.0,1,1,2,1608190768.655818,1608189872.71953,10.002392029371086,32.0,8.333333333333334,10.0,0,0,0,14.618481453283716,0.0
DCM,Dis,1608189874.719538,21,-2.0,0,0.026673022283995027,0.013336511141997513,0,2,2,1608190788.655818,1608189869.719499,10.002383356498132,21.0,11.571428571428571,60.0,0,0,0,14.868470956067693,0.8
DTM,Ind,1608189875.719543,30,-2.0,0,0.022862596795450264,0.011431298397725132,0,2,2,1608190808.655818,1608189870.719519,10.002386098009488,30.0,16.291666666666668,70.0,0,0,0,25.799017146284577,0.8
DCM,Dis,1608189876.719547,36,-0.4000953342599254,0,0.010673022863890703,0.0035576742879635673,0,3,3,1608190828.655818,1608189869.719499,10.003574726414655,36.0,14.285714285714285,30.0,0,0,0,17.804493814764854,0.8
DTM,Dis,1608189877.719551,28,-0.34293895193175394,0,0.009148311542328827,0.0030494371807762754,0,3,3,1608190848.655818,1608189870.719519,10.003578797476509,28.0,17.4625,30.0,0,0,0,26.3900045712357,0.8
DCM,Ex,1608189878.719556,23,-0.10317255435094345,0,0.0014237479262322937,0.00047458264207743124,1,3,4,1608190868.655818,1608189869.719499,10.00476583149532,23.0,15.077922077922075,30.0,0,0,0,18.26781286889558,0.4
DCM,Ux,1608189879.719560,23,-0.018508723041019817,0,0.0009117414727357654,0.00022793536818394136,1,4,5,1608190888.655818,1608189869.719499,10.005956987902938,23.0,15.738095238095235,10.0,0,0,0,18.640446179376546,0.48
DER,Ind,1608189880.719565,27,-0.0,0,0.0,0.0,1,2,3,1608190908.655818,1608189872.71953,10.003586861405989,27.0,9.76923076923077,130.0,0,0,0,15.86364170690728,0.2666666666666667
DCM,Dis,1608189881.719569,32,-0.011168833041013126,0,0.00020275403627019752,4.05508072540395e-05,1,5,6,1608190928.655818,1608189869.719499,10.007147755143437,32.0,16.899659863945576,30.0,0,0,0,19.57897668310978,0.5333333333333334
DCM,Ux,1608189882.719573,22,-0.0023924976279883305,0,0.0001391472734302741,2.3191212238379017e-05,1,6,7,1608190948.655818,1608189869.719499,10.008338715160942,22.0,17.239682539682537,10.0,0,0,0,19.73791835347076,0.5714285714285715
DERAS,Ind,1608189883.719578,23,-2.0,0,0.007274464057214246,0.003637232028607123,0,2,2,1608190968.655818,1608189871.719525,10.002388078669586,23.0,9.40625,220.0,0,0,0,17.503809109257716,0.8
DERAS,Dis,1608189884.719582,37,-0.1091169608582137,0,0.008732483672057803,0.0029108278906859342,0,3,3,1608190988.655818,1608189871.719525,10.00358194016782,37.0,11.029411764705882,10.0,0,0,0,19.12461713060308,0.8
DER,N,1608189885.719586,30,-0.0,0,0.0,0.0,1,3,4,1608191008.655818,1608189872.71953,10.004781425301589,30.0,10.893162393162394,90.0,0,0,0,16.87401264266018,0.4
DERAS,Ux,1608189886.719590,21,-0.11643311562743737,0,0.0031063658177226732,0.0007765914544306683,0,4,4,1608191028.655818,1608189871.719525,10.00477549165143,21.0,11.554179566563468,30.0,0,0,0,19.394050772501267,0.8
DCM,Dis,1608189887.719595,20,-0.0016001936444481521,0,1.0832877170518779e-05,1.5475538815026826e-06,1,7,8,1608191048.655818,1608189869.719499,10.009527740048297,20.0,17.37769841269841,90.0,0,0,0,19.78461833553187,0.6000000000000001
DERAS,Ex,1608189888.719599,45,-0.030287066722796064,0,0.0004973151900574703,0.00012432879751436758,1,4,5,1608191068.655818,1608189871.719525,10.00596877587932,45.0,13.146837682441397,30.0,0,0,0,21.145720103527847,0.48
DERAS,Ex,1608189889.719604,37,-0.004724494305545968,0,0.00013271236769010511,3.317809192252628e-05,2,4,6,1608191088.655818,1608189871.719525,10.007162234083028,37.0,14.231072333239517,10.0,0,0,0,22.058569551654195,0.2666666666666667
DER,Dis,1608189890.719608,25,-0.0,0,0.0,0.0,1,4,5,1608191108.655818,1608189872.71953,10.005975360902685,25.0,11.506503158677072,90.0,0,0,0,17.307304785311707,0.48
DTM,Ind,1608189891.719613,43,-0.12197748723105101,0,0.0003615871237017816,9.03967809254454e-05,0,4,4,1608191128.655818,1608189870.719519,10.004768668351897,43.0,18.5265625,270.0,0,0,0,27.228322130686823,0.8
DER,Dis,1608189892.719617,19,-0.0,0,0.0,0.0,1,5,6,1608191148.655818,1608189872.71953,10.00716979719649,19.0,11.80624303232999,30.0,0,0,0,17.45697367065853,0.5333333333333334
DERAS,Dis,1608189893.719621,28,-0.0015925484122812613,0,8.132035143115634e-06,1.6264070286231267e-06,2,5,7,1608191168.655818,1608189871.719525,10.00835438193993,28.0,14.760646474268766,70.0,0,0,0,22.378966480939503,0.3428571428571429
DER,Ind,1608189894.719626,19,-0.0,0,0.0,0.0,1,6,7,1608191188.655818,1608189872.71953,10.008363952411303,19.0,12.072678475577026,30.0,0,0,0,17.588174134123093,0.5714285714285715
DTM,Ux,1608189895.719630,27,-0.00451983904627227,0,5.168608842582861e-05,1.0337217685165722e-05,0,5,5,1608191208.655818,1608189870.719519,10.00595970555623,27.0,18.829185267857145,70.0,0,0,0,27.365214480293222,0.8
DER,Ex,1608189896.719634,29,-0.0,0,0.0,0.0,2,6,8,1608191228.655818,1608189872.71953,10.009557741555769,29.0,12.65637921779851,30.0,0,0,0,18.05046197063019,0.4
DERAS,Dis,1608189897.719638,23,-9.433160766014135e-05,0,5.581575717602012e-07,9.302626196003353e-08,2,6,8,1608191248.655818,1608189871.719525,10.009545923315239,23.0,15.03529159179314,70.0,0,0,0,22.508143418045897,0.4
DER,Dis,1608189898.719643,30,-0.0,0,0.0,0.0,2,7,9,1608191268.655818,1608189872.71953,10.010751541829274,30.0,13.215850855934042,30.0,0,0,0,18.497643042705963,0.4444444444444445
DERAS,Ind,1608189899.719647,45,-6.32578581328228e-06,0,9.657527259418273e-08,1.3796467513454675e-08,2,7,9,1608191288.655818,1608189871.719525,10.010738231729492,45.0,15.971688729549605,30.0,0,0,0,23.414507800953114,0.4444444444444445
DERAS,Dis,1608189900.719652,35,-1.0761244660494646e-06,0,5.304164315599893e-08,6.630205394499867e-09,2,8,10,1608191308.655818,1608189871.719525,10.011930874143927,35.0,16.548304222593558,10.0,0,0,0,23.83072771256632,0.48
DTM,Dis,1608189901.719656,45,-0.0006202330611099433,0,4.514010956549728e-06,7.523351594249546e-07,0,6,6,1608191328.655818,1608189870.719519,10.007149657821378,45.0,19.59891511292017,110.0,0,0,0,27.980330592430686,0.8
DCM,Dis,1608189902.719660,15,-0.00012225675663871192,0,2.6591829739796155e-07,3.3239787174745193e-08,1,8,9,1608191348.655818,1608189869.719499,10.010711277400448,15.0,17.309764172335598,290.0,0,0,0,19.745961571072467,0.6222222222222222
DCM,Ind,1608189903.719664,21,-2.958341058552322e-06,0,1.91689030655134e-07,2.1298781183903777e-08,1,9,10,1608191368.655818,1608189869.719499,10.011900926108968,21.0,17.412270723104054,10.0,0,0,0,19.787828139621,0.6400000000000001
DER,Ex,1608189904.719669,43,-0.0,0,0.0,0.0,3,7,10,1608191388.655818,1608189872.71953,10.011943056307862,43.0,14.020827859827717,110.0,0,0,0,19.400704674373188,0.32000000000000006
DTM,Ux,1608189905.719673,18,-5.266346115974682e-05,0,6.02370076265458e-07,8.605286803792257e-08,0,7,7,1608191408.655818,1608189870.719519,10.0083398455995,18.0,19.556838399422272,70.0,0,0,0,27.95734171946192,0.8
DER,Ux,1608189906.719677,20,-0.0,0,0.0,0.0,3,8,11,1608191428.655818,1608189872.71953,10.013136235427941,20.0,14.174139965985981,30.0,0,0,0,19.46999178998531,0.3636363636363637
DCM,Ind,1608189907.719682,27,-2.108579337206474e-06,0,1.994181057176887e-08,1.994181057176887e-09,1,10,11,1608191448.655818,1608189869.719499,10.01308870399542,27.0,17.651963955026453,70.0,0,0,0,19.939339138614802,0.6545454545454545
DTM,Ux,1608189908.719686,38,-6.884229443033805e-06,0,1.1025264158769544e-07,1.378158019846193e-08,0,8,8,1608191468.655818,1608189870.719519,10.00952997899249,38.0,20.006671609192463,50.0,0,0,0,28.252547693965642,0.8
DTM,Ux,1608189909.719690,36,-1.2403422178615737e-06,0,9.933375651433808e-08,1.1037084057148676e-08,0,9,9,1608191488.655818,1608189870.719519,10.010720739393559,36.0,20.387465142306926,10.0,0,0,0,28.48539561151557,0.8
DCM,Ux,1608189910.719696,45,-2.1736573523228071e-07,0,2.9289745021705036e-09,2.662704092882276e-10,1,11,12,1608191508.655818,1608189869.719499,10.01427659978302,45.0,18.287964793281652,50.0,0,0,0,20.633997559198427,0.6666666666666667
DTM,Dis,1608189911.719701,17,-1.1037084057148677e-06,0,2.9467279555710326e-08,2.9467279555710325e-09,0,10,10,1608191528.655818,1608189870.719519,10.01191055189453,17.0,20.310477298163587,30.0,0,0,0,28.454114519920687,0.8
DERAS,N,1608189912.719705,15,-5.834580747159882e-07,0,1.3225322432434679e-09,1.4694802702705198e-10,2,9,11,1608191548.655818,1608189871.719525,10.013116548148961,15.0,16.513897462091478,230.0,0,0,0,23.812017261280783,0.5090909090909091
DTM,Dis,1608189913.719709,37,-3.2414007511281356e-07,0,8.6550589558772e-09,7.868235414433817e-10,0,11,11,1608191568.655818,1608189870.719519,10.013100377435082,37.0,20.673293009073074,30.0,0,0,0,28.681028710719207,0.8
DERAS,Dis,1608189914.719713,33,-1.4400906648651095e-08,0,2.616147141612564e-10,2.6161471416125637e-11,2,10,12,1608191588.655818,1608189871.719525,10.014307758525808,33.0,16.864665601195917,30.0,0,0,0,24.046224058607145,0.5333333333333334
DERAS,Dis,1608189915.719717,45,-2.825438912941569e-09,0,1.5963076894419485e-10,1.4511888085835895e-11,2,11,13,1608191608.655818,1608189871.719525,10.015499410645093,45.0,17.450818401171002,10.0,0,0,0,24.581018560407138,0.5538461538461539
DERAS,Ux,1608189916.719722,29,-1.7124027941286357e-09,0,9.967618188104232e-11,8.30634849008686e-12,2,12,14,1608191628.655818,1608189871.719525,10.016690985813035,29.0,17.686515984820574,10.0,0,0,0,24.712208203839264,0.5714285714285715
DERAS,Ux,1608189917.719726,20,-1.063212606731118e-09,0,6.346303620533624e-11,4.881772015795095e-12,2,13,15,1608191648.655818,1608189871.719525,10.01788247818111,20.0,17.73278566512416,10.0,0,0,0,24.723606822851917,0.5866666666666668
DCM,Ind,1608189918.719731,45,-3.1686178705299083e-08,0,1.4441860179350737e-10,1.203488348279228e-11,1,12,13,1608191668.655818,1608189869.719499,10.015460519566691,45.0,18.81173018949182,150.0,0,0,0,21.1885597315786,0.676923076923077
DER,Dis,1608189919.719735,41,-0.0,0,0.0,0.0,3,9,12,1608191688.655818,1608189872.71953,10.014321768232914,41.0,14.69002188971702,250.0,0,0,0,19.998592438723573,0.4
